,MSZoning,Street,MSSubClass,LotArea,LandSlope,BldgType,HouseStyle,RoofStyle,RoofMatl,ExteriorComb,ExteriorCondComb,MasVnrType,MasVnrArea,Foundation,BsmtCondComb,TotalBsmtSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,KitchenAbvGr,KitchenQual,TotalBaths,1stFlrSF,2ndFlrSF,FireplaceComb,HeatingCOmb,CentralAir,TotalPorchArea,WoodDeckSF,GarageArea,PoolArea,Utilities,Electrical,MiscVal,SaleType,SaleCondition,OverallCondComb
157,10,2,60,12003,3,65,80,3,80,36,12,3,84.0,4,15,774,0,1968,4,8,1,5,2.5,774,1194,4,15,1,75,0,680,0,4,6,0,7,2,40
158,1,2,60,12552,3,65,80,3,80,36,12,0,0.0,4,12,991,0,1947,3,8,1,4,2.5,991,956,4,15,1,136,0,678,0,4,6,0,10,6,35
159,10,2,60,19378,3,65,80,3,80,36,12,3,456.0,4,12,1392,0,2462,4,9,1,4,2.5,1392,1070,4,15,1,300,239,576,0,4,6,0,7,2,35
160,10,2,20,11120,3,65,50,3,80,22,9,0,0.0,4,12,1232,0,1232,3,6,1,3,2.0,1232,0,0,9,1,0,0,516,0,4,6,0,10,6,36
161,10,2,60,13688,3,65,80,3,80,36,12,3,664.0,4,15,1572,0,2668,3,10,1,5,2.5,1572,1096,8,15,1,0,400,726,0,4,6,0,10,6,45
162,10,2,20,12182,3,65,50,3,80,36,12,3,226.0,4,12,1541,0,1541,3,7,1,4,2.0,1541,0,4,15,1,70,0,532,0,4,6,0,7,2,35
163,10,2,45,5500,3,65,70,3,80,4,9,0,0.0,3,9,882,0,882,1,4,1,3,1.0,882,0,0,15,1,0,0,0,0,4,6,0,10,6,24
164,6,2,40,5400,3,65,50,3,80,4,12,0,0.0,2,9,1149,0,1616,3,5,1,4,2.0,1149,467,0,12,1,183,0,216,0,4,4,0,10,6,42
165,10,2,190,10106,3,70,75,3,80,8,12,0,0.0,2,9,644,0,1355,4,6,2,3,2.0,808,547,0,12,1,0,140,0,0,4,6,0,10,6,35
166,10,2,20,10708,3,65,50,5,80,8,12,0,0.0,3,9,1617,0,1867,2,7,1,3,1.0,1867,0,12,15,1,142,476,303,0,4,4,0,6,6,25
167,10,2,60,10562,3,65,80,3,80,36,12,5,300.0,4,15,1582,0,2161,3,8,1,5,1.5,1610,551,4,15,1,120,178,789,0,4,6,0,7,2,40
168,10,2,60,8244,3,65,80,3,80,36,12,0,0.0,4,12,840,0,1720,3,7,1,4,2.5,840,880,4,15,1,48,100,440,0,4,6,0,10,6,35
169,10,2,20,16669,3,65,50,5,50,22,12,3,653.0,3,12,1686,0,1707,2,6,1,3,2.5,1707,0,3,9,1,64,574,511,0,4,6,0,10,6,48
170,6,2,50,12358,3,65,75,3,80,4,9,0,0.0,3,9,720,528,1382,2,7,1,3,1.5,854,0,0,9,1,0,237,660,0,4,6,0,10,6,30
171,10,2,20,31770,3,65,50,5,80,19,9,5,112.0,3,12,1080,0,1656,3,7,1,3,1.0,1656,0,8,6,1,62,210,528,0,4,6,0,10,6,30
172,10,2,160,5306,3,85,80,3,80,12,16,0,0.0,4,16,1064,0,1767,2,5,1,4,2.0,1064,703,3,12,1,35,441,504,0,4,6,0,10,6,49
173,10,2,20,10197,3,65,50,3,80,10,9,4,491.0,3,9,1362,0,1362,3,6,1,3,1.5,1362,0,3,9,1,20,0,504,0,4,6,0,6,6,30
174,10,2,20,12416,3,65,50,3,80,29,9,5,132.0,3,8,1606,0,1651,3,7,1,3,2.0,1651,0,3,9,1,0,192,616,0,4,6,0,10,6,30
175,10,2,20,12615,3,65,50,3,80,10,9,0,0.0,3,12,1202,0,2158,4,7,1,4,2.0,2158,0,4,9,1,68,0,576,0,4,6,0,10,6,42
176,10,2,60,10029,3,65,80,3,80,22,12,3,268.0,4,12,1151,0,2060,4,8,1,3,2.5,1164,896,3,9,1,420,0,521,0,4,6,0,10,6,30
177,10,2,50,13650,3,65,75,3,80,4,16,0,0.0,3,9,1052,0,1920,4,8,1,4,2.0,1252,668,4,15,1,0,0,451,0,4,6,0,10,6,25
178,10,2,20,17423,3,65,50,5,80,36,15,5,748.0,4,15,2216,0,2234,1,9,1,5,2.0,2234,0,4,15,1,60,0,1166,0,4,6,0,7,2,45
179,6,2,30,8520,3,65,50,3,80,8,12,0,0.0,3,9,968,0,968,2,5,1,3,1.0,968,0,0,9,1,184,0,480,0,4,6,0,10,6,30
180,1,2,160,2117,3,80,80,3,80,4,12,3,456.0,4,12,756,0,1525,3,5,1,4,2.5,769,756,3,15,1,0,0,440,0,4,6,0,10,6,30
181,10,2,70,7588,3,65,80,3,80,34,9,0,0.0,2,6,793,0,1802,4,9,1,3,1.5,901,901,4,12,1,40,0,216,0,4,6,0,10,6,42
182,10,2,20,9060,3,65,50,5,80,8,9,3,98.0,4,9,0,0,1340,3,7,1,3,1.0,1340,0,4,15,1,180,116,252,0,4,6,0,10,6,30
183,6,2,50,11426,3,65,75,3,80,36,9,0,0.0,4,12,1362,0,2082,3,6,1,4,2.5,1362,720,0,15,1,238,280,484,0,4,6,0,10,6,35
184,10,2,50,7438,3,65,75,3,80,14,9,0,0.0,4,6,504,0,1252,3,5,1,3,1.0,936,316,0,12,1,0,104,576,0,4,6,0,10,6,40
185,6,2,75,22950,3,65,100,3,45,8,16,0,0.0,2,9,1107,572,3608,4,12,1,5,2.5,1518,1518,6,15,1,670,0,840,0,4,6,0,10,6,90
186,10,2,80,9947,3,65,55,3,80,12,9,0,0.0,4,12,1188,0,1217,3,6,1,4,2.0,1217,0,0,15,1,27,168,497,0,4,6,0,10,6,35
187,10,2,50,10410,3,65,75,3,80,12,9,0,0.0,3,6,660,144,1656,3,8,1,3,2.5,808,704,0,15,1,140,0,180,0,4,6,0,10,6,35
188,10,2,90,7018,3,75,65,3,80,22,9,5,275.0,3,12,1086,0,1224,2,6,2,3,1.0,1224,0,6,9,1,0,120,528,0,4,6,0,10,3,25
189,10,2,120,4923,3,85,50,3,80,20,12,0,0.0,4,15,1593,0,1593,0,5,1,5,1.5,1593,0,4,15,1,344,0,682,0,4,6,0,10,6,40
190,10,2,70,10570,2,65,80,5,80,16,12,0,0.0,3,16,853,0,2727,3,10,1,4,2.5,1549,1178,6,9,1,74,0,440,0,4,6,0,10,6,64
191,10,2,60,7472,3,65,80,3,80,12,9,3,138.0,3,9,725,0,1479,4,7,1,4,1.5,725,754,0,12,1,32,0,484,0,4,6,0,10,6,63
192,10,2,20,9017,3,65,50,3,80,36,12,0,0.0,4,12,1431,0,1431,3,6,1,4,2.0,1431,0,0,15,1,35,0,666,0,4,6,0,10,6,35
193,6,2,160,2522,3,80,80,3,80,36,12,5,50.0,4,12,970,0,1709,3,7,1,4,2.0,970,739,0,15,1,40,0,380,0,4,6,0,10,6,35
194,10,2,20,7180,3,65,50,5,80,12,9,0,0.0,3,9,864,0,864,3,5,1,3,1.0,864,0,0,9,1,0,0,352,0,4,6,0,10,6,35
195,10,2,160,2280,3,80,80,3,80,18,9,0,0.0,3,12,855,0,1456,3,7,1,3,2.5,855,601,3,9,1,0,87,440,0,4,6,0,10,6,36
196,10,2,20,9416,3,65,50,5,80,20,15,5,205.0,4,15,1726,0,1726,3,8,1,5,2.0,1726,0,4,15,1,404,171,786,0,4,6,0,7,2,35
197,10,2,75,25419,3,65,80,3,80,34,16,0,0.0,4,9,1360,392,3112,4,8,1,4,2.0,1360,1360,5,12,1,568,0,795,512,4,6,0,10,1,32
198,6,2,75,5520,3,65,100,3,80,8,9,0,0.0,3,9,755,371,2229,5,8,1,3,1.0,929,929,0,15,1,228,0,0,0,4,6,0,10,1,36
199,10,2,20,9591,3,65,50,5,80,36,12,3,262.0,4,15,1713,0,1713,3,7,1,5,2.0,1713,0,4,15,1,196,0,856,0,4,6,0,10,6,40
200,6,2,20,8546,3,65,50,3,80,36,9,0,0.0,4,12,1121,0,1121,2,5,1,3,2.0,1121,0,0,15,1,64,132,440,0,4,6,0,10,6,20
201,10,2,20,10125,3,65,50,3,80,22,9,0,0.0,3,9,1196,0,1279,3,6,1,3,2.0,1279,0,4,9,1,83,238,473,0,4,6,0,10,6,36
202,10,2,50,7000,3,65,75,3,80,4,12,0,0.0,2,6,617,0,1310,2,6,1,3,2.0,865,445,0,12,1,126,0,398,0,4,6,0,6,6,36
203,6,2,120,4438,3,85,50,3,80,36,12,3,205.0,4,12,848,0,848,1,3,1,4,1.0,848,0,4,15,1,0,149,420,0,4,6,0,10,6,30
204,6,2,50,3500,3,65,75,3,80,6,9,0,0.0,3,9,720,0,1284,2,5,1,3,1.5,720,564,0,9,1,35,0,240,0,4,6,0,10,6,35
205,10,2,20,11851,3,65,50,3,80,12,9,0,0.0,4,12,1424,0,1442,3,5,1,3,2.0,1442,0,0,15,1,542,0,500,0,4,6,0,10,6,35
206,10,2,20,13673,3,65,50,3,80,12,12,0,0.0,3,9,1140,0,1696,3,8,1,3,1.5,1696,0,3,9,1,30,0,349,0,4,6,0,10,6,25
207,10,2,20,12493,3,65,50,3,80,8,9,0,0.0,4,9,1100,0,1100,3,6,1,3,1.0,1100,0,1,9,1,0,355,312,0,4,6,0,10,6,20
208,10,2,60,14364,2,65,80,3,80,22,12,3,128.0,3,12,1157,0,2062,3,7,1,3,2.5,1180,882,4,15,1,209,60,454,0,4,6,0,10,6,35
209,10,2,20,8250,3,65,50,5,80,12,9,5,260.0,3,12,1092,0,1092,3,6,1,3,1.0,1092,0,0,15,1,0,0,504,0,4,6,0,10,6,42
210,10,2,30,5604,3,65,50,3,80,34,9,0,0.0,3,9,864,0,864,2,5,1,3,1.0,864,0,0,9,0,96,0,0,0,4,4,0,10,6,30
211,10,2,20,10420,3,65,50,3,80,36,9,0,0.0,4,12,1212,0,1212,3,6,1,4,2.0,1212,0,0,15,1,22,100,460,0,4,6,0,10,6,30
212,1,2,60,8640,3,65,80,3,80,36,9,0,0.0,4,12,900,0,1852,3,7,1,4,2.5,932,920,3,15,1,108,168,644,0,4,6,0,7,2,35
213,10,2,20,13568,3,65,50,3,80,36,9,0,0.0,4,12,990,0,990,3,5,1,3,1.0,990,0,0,15,1,0,224,576,0,4,6,0,10,6,25
214,10,2,60,10900,3,65,80,3,80,12,9,3,153.0,3,12,689,0,1392,3,6,1,3,1.5,689,703,0,15,1,36,0,299,0,4,6,450,10,6,42
215,10,2,20,10011,3,65,50,3,80,12,9,3,64.0,3,9,1070,0,1236,2,6,1,4,1.0,1236,0,2,9,1,0,0,447,0,4,6,0,10,6,30
216,10,2,20,8450,3,65,50,3,80,36,12,3,266.0,4,12,1436,0,1436,3,8,1,4,2.0,1436,0,0,15,1,98,139,484,0,4,6,0,10,6,35
217,6,2,70,9906,3,65,80,3,80,4,9,0,0.0,3,9,686,0,1328,3,8,1,3,1.0,810,518,0,6,0,232,0,210,0,4,6,0,10,4,16
218,10,2,50,15660,3,65,75,3,80,36,16,3,312.0,3,9,798,0,1954,3,8,1,4,1.5,1137,817,6,15,1,269,0,431,0,4,6,0,10,6,63
219,10,2,120,3010,3,85,50,3,80,36,12,3,16.0,4,12,1248,0,1248,2,5,1,4,2.0,1248,0,0,15,1,0,108,438,0,4,6,0,7,2,35
220,10,2,20,8990,3,65,50,3,80,36,12,0,0.0,4,12,1498,0,1498,2,5,1,4,2.0,1498,0,0,15,1,33,351,675,0,4,6,0,7,2,35
221,10,2,60,8068,3,65,80,3,80,36,12,0,0.0,4,12,1010,0,2267,4,8,1,4,2.5,1010,1257,3,15,1,46,120,390,0,4,6,0,3,6,30
222,10,2,60,11475,3,65,80,3,80,36,9,0,0.0,3,12,713,0,1552,3,6,1,3,2.5,811,741,3,9,1,208,209,434,0,4,6,0,10,6,36
223,10,2,20,10500,3,65,50,3,80,12,9,0,0.0,3,9,864,0,864,2,4,1,3,1.0,864,0,0,12,1,0,216,576,0,4,6,0,10,1,24
224,10,2,20,13472,3,65,50,5,80,36,15,3,922.0,4,15,2392,0,2392,3,8,1,5,2.0,2392,0,5,15,1,105,248,968,0,4,6,0,10,6,50
225,6,2,160,1680,3,80,80,3,80,12,9,3,142.0,3,9,630,0,1302,3,6,1,3,2.5,630,672,0,9,1,0,0,280,0,4,6,0,6,1,25
226,10,2,60,9950,3,65,80,3,80,36,12,3,290.0,4,12,1203,0,2520,4,9,1,4,2.5,1214,1306,3,15,1,114,224,721,0,4,6,0,10,1,35
227,6,2,160,1869,3,80,80,3,80,12,9,3,127.0,3,9,483,0,987,2,5,1,3,1.5,483,504,0,9,1,0,0,280,0,4,6,0,10,6,36
228,10,2,20,8521,3,65,50,3,80,12,9,0,0.0,3,9,912,0,912,3,5,1,3,1.0,912,0,2,9,1,0,0,336,0,4,6,0,10,6,25
229,10,2,120,3182,3,85,50,3,80,36,12,3,16.0,4,12,1373,0,1555,2,7,1,4,2.0,1555,0,3,15,1,20,143,430,0,4,6,0,10,6,35
230,10,2,20,8760,3,65,50,5,80,4,9,3,220.0,3,9,1194,0,1194,3,6,1,3,1.0,1194,0,0,9,1,120,0,312,0,4,6,0,10,6,36
231,10,2,60,15138,3,65,80,3,80,36,12,3,506.0,4,12,1462,0,2794,4,9,1,5,2.5,1490,1304,3,15,1,348,0,810,0,4,6,0,10,6,40
232,6,2,160,1680,3,80,80,3,80,12,9,3,297.0,3,9,483,0,987,2,5,1,3,1.5,483,504,1,9,1,0,0,288,0,4,6,0,10,6,30
233,10,2,20,10650,3,65,50,3,80,12,9,0,0.0,3,12,894,0,894,3,5,1,3,1.0,894,0,0,9,1,0,365,308,0,4,6,0,10,6,30
234,10,2,60,7851,3,65,80,3,80,36,12,0,0.0,4,12,860,0,1960,4,8,1,4,2.5,860,1100,6,15,1,48,288,440,0,4,6,0,10,6,30
235,6,2,160,1680,3,85,80,3,80,12,9,3,604.0,3,9,483,0,987,2,5,1,3,1.5,483,504,0,9,1,0,0,264,0,4,6,0,10,6,18
236,10,2,20,8773,3,65,50,3,80,36,12,3,98.0,4,12,1414,0,1414,3,6,1,4,2.0,1414,0,0,15,1,105,132,494,0,4,6,0,10,6,35
237,10,2,60,9453,3,65,80,3,80,12,12,0,0.0,4,12,996,0,1744,3,7,1,4,2.5,1014,730,0,15,1,308,370,457,0,4,6,0,10,6,49
238,10,2,20,12030,3,65,50,5,80,36,15,3,254.0,4,15,1694,0,1694,3,7,1,4,2.0,1694,0,0,15,1,228,168,818,0,4,6,0,7,2,40
239,10,2,50,8741,3,65,75,3,80,36,9,0,0.0,3,6,735,0,1487,3,7,1,3,1.5,798,689,4,9,1,140,0,220,0,4,4,0,10,6,24
240,1,2,20,9000,3,65,50,3,80,36,12,5,36.0,4,12,1566,0,1566,3,7,1,4,2.0,1566,0,0,15,1,168,144,750,0,4,6,0,10,6,40
241,6,2,30,3880,3,65,50,3,80,36,12,0,0.0,3,9,686,0,866,2,4,1,4,1.0,866,0,0,12,1,42,58,0,0,4,6,0,10,6,45
242,6,2,50,5000,3,65,75,3,80,8,9,0,0.0,2,9,540,0,1440,3,6,1,3,1.0,889,551,0,12,0,77,0,352,0,4,4,0,10,6,20
243,10,2,160,10762,3,85,80,3,80,22,9,0,0.0,3,12,626,0,1217,3,6,1,3,1.5,626,591,3,9,1,28,0,288,0,4,6,0,10,6,36
244,10,2,60,8880,3,65,80,3,80,36,12,0,0.0,4,12,948,0,2110,3,8,1,4,2.5,1222,888,4,15,1,130,0,463,0,4,6,0,10,6,35
245,10,2,20,10400,3,65,50,3,80,8,9,3,102.0,3,12,1845,0,1872,3,6,1,3,2.0,1872,0,3,12,1,39,197,604,0,4,6,0,10,6,35
246,6,2,190,9142,3,70,80,3,80,6,6,0,0.0,6,6,1020,0,1928,4,9,2,2,2.0,908,1020,0,12,0,172,0,440,0,4,2,0,10,6,48
247,10,2,20,11310,3,65,50,5,80,12,9,0,0.0,3,9,1367,0,1375,2,5,1,3,1.0,1375,0,3,15,1,30,0,451,0,4,6,0,10,6,30
248,10,2,60,11317,3,65,80,3,80,36,12,3,101.0,4,12,840,0,1668,3,8,1,4,2.5,840,828,0,15,1,68,144,500,0,4,6,0,10,6,35
249,10,2,50,159000,1,65,75,3,80,10,12,4,472.0,3,12,1444,0,2144,4,7,1,4,2.0,1444,700,6,12,1,98,0,389,0,4,6,500,10,6,42
250,10,2,30,5350,3,65,50,3,80,15,3,0,0.0,3,9,728,0,1306,3,6,1,2,1.0,1306,0,0,15,1,0,263,0,0,4,6,450,10,6,6
251,6,2,120,4750,2,85,50,5,80,36,12,5,481.0,4,12,1573,0,1625,2,5,1,4,2.0,1625,0,4,15,1,153,123,538,0,4,6,0,10,4,40
252,10,2,60,8366,3,65,80,3,80,36,12,0,0.0,4,12,798,0,1640,3,6,1,4,2.5,798,842,0,15,1,45,138,520,0,4,6,0,10,6,30
253,10,2,80,9350,3,65,55,5,80,12,9,3,108.0,3,12,1302,0,1302,3,7,1,4,2.0,1302,0,0,15,1,0,333,309,0,4,6,0,9,6,42
254,10,2,20,8400,3,65,50,3,80,4,12,0,0.0,3,9,1314,0,1314,3,5,1,3,1.0,1314,0,0,9,1,0,250,294,0,4,6,0,10,6,30
255,10,2,60,8738,3,65,80,3,80,36,12,3,302.0,4,12,975,0,2291,4,8,1,4,2.5,1005,1286,3,15,1,0,192,429,0,4,6,0,10,6,35
256,1,2,60,8791,3,65,80,3,80,36,12,0,0.0,4,12,864,0,1728,3,7,1,4,2.5,864,864,0,15,1,56,216,673,0,4,6,0,10,6,30
257,10,2,20,8814,3,65,50,3,80,36,12,5,180.0,4,12,1604,0,1604,3,8,1,4,2.5,1604,0,4,15,1,110,123,660,0,4,6,0,10,1,35
258,10,2,60,12435,3,65,80,3,80,36,12,3,172.0,4,12,963,0,1792,3,7,1,4,2.5,963,829,3,15,1,341,0,564,0,4,6,0,10,6,35
259,6,2,20,12702,3,65,50,3,80,16,9,0,0.0,4,9,0,0,882,2,4,1,3,1.0,882,0,0,12,1,45,0,308,0,4,4,0,10,6,25
260,10,2,80,19296,3,65,55,3,80,8,9,3,399.0,3,9,1362,0,1382,3,6,1,3,1.0,1382,0,3,9,1,252,0,884,0,4,6,0,10,6,30
261,10,2,60,9588,3,65,80,3,80,20,12,5,270.0,4,15,1482,0,2574,3,10,1,5,2.5,1482,1092,4,15,1,148,0,868,0,4,6,0,7,2,40
262,10,2,80,8471,3,65,55,3,80,17,9,3,46.0,3,16,506,0,1212,3,6,1,3,1.0,1212,0,3,9,1,12,292,492,0,4,6,0,10,6,42
263,6,2,50,5500,3,65,75,3,80,8,9,0,0.0,2,9,926,390,1316,3,6,1,3,1.0,926,0,0,9,1,0,0,484,0,4,6,0,10,6,35
264,6,2,30,5232,3,65,50,3,80,8,9,0,0.0,2,6,680,0,764,2,4,1,3,1.0,764,0,0,12,0,0,0,504,0,4,2,0,10,6,25
265,10,2,20,12090,3,65,50,3,80,4,12,3,210.0,3,12,1422,0,1422,3,7,1,4,2.0,1422,0,3,9,1,0,276,576,0,4,6,0,10,6,36
266,10,2,60,11207,3,65,80,3,80,36,9,0,0.0,4,12,802,0,1511,3,8,1,3,2.5,802,709,3,12,1,75,95,413,0,4,6,0,10,6,30
267,10,2,75,8400,2,65,100,3,80,8,9,0,0.0,4,9,720,420,2192,4,8,1,4,2.5,1052,720,4,15,1,24,262,240,0,4,6,0,10,6,40
268,6,2,30,6900,3,65,50,3,80,36,9,0,0.0,3,9,740,0,778,2,4,1,3,1.0,778,0,4,15,1,25,0,924,0,4,6,0,10,6,30
269,10,2,20,7917,3,65,50,5,80,12,12,3,174.0,3,12,1143,0,1113,3,6,1,3,1.5,1113,0,2,9,1,30,370,504,0,4,6,0,10,6,42
270,1,2,60,10728,3,65,80,3,80,36,12,0,0.0,4,12,1095,0,1939,3,8,1,4,2.5,1095,844,4,12,1,51,192,1053,0,4,6,0,7,2,40
271,10,2,20,39104,1,65,50,4,40,22,9,0,0.0,3,12,1385,0,1363,2,5,1,3,1.0,1363,0,6,15,1,0,81,439,0,4,6,0,10,6,49
272,10,2,60,11764,3,65,80,3,80,36,12,3,348.0,4,12,1152,0,2270,4,9,1,4,2.5,1164,1106,4,15,1,57,132,671,0,4,6,0,10,6,56
273,10,2,20,9600,3,65,50,5,80,8,9,4,183.0,3,9,1240,0,1632,3,6,1,3,2.0,1632,0,4,12,1,0,289,338,0,4,6,0,10,6,36
274,10,2,20,8314,3,65,50,3,80,22,9,0,0.0,3,9,816,0,816,2,5,1,3,1.0,816,0,0,9,1,0,168,264,0,4,6,0,10,6,35
275,10,2,50,7264,3,65,75,3,80,8,16,0,0.0,2,9,952,0,1548,3,5,1,5,2.5,952,596,0,8,0,144,74,672,0,4,6,0,10,6,49
276,10,2,20,9196,3,65,50,3,80,36,12,0,0.0,4,15,1560,0,1560,3,7,1,4,2.0,1560,0,0,15,1,150,100,573,0,4,6,0,10,6,35
277,10,2,20,19138,3,65,50,3,80,36,9,0,0.0,3,9,864,0,864,2,4,1,3,1.0,864,0,0,15,1,0,0,400,0,4,6,0,10,6,20
278,10,2,20,14450,3,65,50,3,80,20,15,3,315.0,4,15,2121,0,2121,3,8,1,5,2.5,2121,0,5,15,1,240,124,732,0,4,6,0,7,2,45
279,10,2,60,10005,3,65,80,5,80,22,9,3,299.0,3,12,1160,0,2022,4,8,1,3,2.5,1156,866,3,15,1,117,288,505,0,4,6,0,10,6,35
280,10,2,60,11287,3,65,80,3,80,22,12,3,340.0,3,12,807,0,1982,3,7,1,4,2.5,1175,807,3,12,1,280,0,575,0,4,6,0,10,6,42
281,1,2,20,7200,3,65,50,3,80,36,12,5,68.0,4,12,1262,0,1262,2,5,1,4,2.0,1262,0,0,12,1,120,0,572,0,4,6,0,7,2,30
282,10,2,120,5063,3,80,50,3,80,36,12,5,166.0,4,12,1314,0,1314,2,6,1,4,2.0,1314,0,4,15,1,62,172,626,0,4,6,0,4,6,35
283,10,2,20,9612,3,65,50,3,80,36,12,5,72.0,4,12,1468,0,1468,3,6,1,4,2.0,1468,0,4,15,1,150,210,898,0,4,6,0,7,2,40
284,10,2,120,8012,3,85,50,3,80,27,12,0,0.0,4,12,1575,0,1575,2,5,1,4,2.0,1575,0,0,12,1,52,0,529,0,4,6,0,10,6,30
285,1,2,160,4251,3,85,80,3,80,4,12,0,0.0,4,12,625,0,1250,2,5,1,4,2.5,625,625,0,15,1,54,0,528,0,4,6,0,7,2,35
286,10,2,50,9786,3,65,75,3,80,8,9,0,0.0,3,9,912,0,1734,3,7,1,4,1.5,1085,649,4,9,1,128,0,440,0,4,6,0,10,6,42
287,10,2,20,8125,3,65,50,3,80,12,9,0,0.0,3,9,858,0,858,3,5,1,3,1.0,858,0,0,9,1,0,0,0,0,4,6,0,10,6,16
288,10,2,20,9819,3,65,50,3,80,4,12,3,31.0,3,9,882,0,900,3,5,1,3,1.0,900,0,0,9,1,0,0,280,0,4,6,0,10,6,25
289,10,2,70,8730,3,65,80,3,80,8,9,0,0.0,2,9,698,0,1396,3,7,1,3,1.0,698,698,0,15,1,259,0,384,0,4,4,0,10,6,42
290,10,2,60,15611,3,65,80,3,80,36,12,0,0.0,4,12,1079,0,1919,3,8,1,4,2.5,1079,840,4,15,1,51,0,685,0,4,6,0,7,2,40
291,10,2,190,5687,3,70,80,3,80,36,6,0,0.0,4,6,780,0,1716,6,9,1,2,2.0,936,780,0,15,0,184,0,0,0,4,6,0,10,6,30
292,10,2,50,11409,3,65,75,3,80,8,9,0,0.0,3,9,768,0,1716,3,8,1,3,1.5,1148,568,4,12,1,160,0,281,0,4,6,0,10,6,20
293,10,2,60,16659,3,65,80,3,80,22,9,3,34.0,3,9,795,0,2263,3,9,1,4,2.5,1468,795,3,6,1,250,0,539,0,4,6,0,10,6,49
294,10,2,20,9600,3,65,50,5,80,12,9,5,238.0,3,9,1416,0,1644,3,7,1,3,1.0,1644,0,8,9,1,0,110,418,0,4,6,0,10,6,30
295,10,2,80,7937,3,65,55,3,80,12,9,0,0.0,3,9,1003,0,1003,3,6,1,3,1.0,1003,0,0,9,1,0,120,588,0,4,6,0,10,6,36
296,6,2,50,13710,3,65,75,3,80,8,9,0,0.0,3,9,910,0,1558,4,6,1,3,1.5,910,648,0,9,1,0,289,282,0,4,4,0,10,6,25
297,1,2,60,7399,3,65,80,5,80,36,12,3,1600.0,4,12,975,0,1950,3,7,1,4,2.5,975,975,3,15,1,208,0,576,0,4,6,0,10,6,35
298,10,2,60,11700,3,65,80,6,80,18,12,3,365.0,3,9,702,0,1743,3,7,1,3,2.0,1041,702,4,12,1,0,224,539,0,4,6,0,10,6,36
299,10,2,20,14000,3,65,50,3,80,12,12,0,0.0,3,9,1092,0,1152,3,6,1,4,1.0,1152,0,4,15,1,36,0,300,0,4,6,0,10,4,48
300,10,2,190,15750,3,70,50,5,80,4,9,3,56.0,3,9,1165,0,1336,2,5,1,3,1.0,1336,0,8,9,1,0,0,375,0,4,6,0,10,6,25
301,10,2,60,16226,3,65,80,3,80,36,12,0,0.0,4,12,1028,0,2452,4,9,1,4,2.5,1210,1242,3,15,1,50,208,683,0,4,6,0,10,6,40
302,10,2,20,13704,3,65,50,3,80,36,12,3,150.0,4,12,1541,0,1541,3,6,1,4,2.0,1541,0,3,15,1,81,468,843,0,4,6,0,10,6,35
303,10,2,20,9800,3,65,50,3,80,36,9,0,0.0,4,9,894,0,894,3,5,1,3,1.0,894,0,0,9,1,0,256,552,0,4,6,0,10,1,35
304,6,2,75,18386,3,65,100,3,80,20,9,0,0.0,2,9,1470,0,3493,3,10,1,4,3.0,1675,1818,5,15,1,0,302,870,0,4,6,0,10,6,63
305,10,2,20,10386,3,65,50,3,80,20,12,5,246.0,4,12,2000,0,2000,3,8,1,4,2.0,2000,0,0,15,1,0,168,888,0,4,6,0,10,6,40
306,10,2,60,13474,3,65,80,3,80,17,12,3,246.0,3,12,700,0,2243,4,8,1,4,2.5,1122,1121,3,12,1,268,127,746,0,4,6,0,10,6,35
307,6,2,50,7920,3,65,75,3,80,4,6,0,0.0,3,9,319,0,1406,3,6,1,2,1.0,1035,371,0,9,1,144,0,0,0,4,4,0,10,6,42
308,10,2,30,12342,3,65,50,3,80,36,9,0,0.0,3,9,861,0,861,1,4,1,3,1.0,861,0,0,15,1,0,158,539,0,4,6,0,10,6,20
309,10,2,20,12378,3,65,50,3,80,36,12,0,0.0,4,15,1896,0,1944,3,8,1,5,2.0,1944,0,15,15,1,175,208,708,0,4,6,0,10,6,45
310,10,2,60,7685,3,65,80,3,80,12,9,3,112.0,4,12,697,0,1501,3,6,1,4,2.5,697,804,3,12,1,63,190,420,0,4,6,0,10,6,30
311,10,2,20,8000,3,65,50,3,80,36,12,0,0.0,3,9,972,0,972,2,5,1,3,1.0,972,0,4,15,1,0,0,240,0,4,6,0,10,6,36
312,6,2,190,7800,3,70,75,3,80,4,9,0,0.0,3,12,793,0,1118,3,5,1,3,1.0,793,325,4,9,1,271,0,410,0,4,6,0,10,6,35
313,10,2,20,215245,1,65,50,5,80,16,9,0,0.0,3,12,2136,0,2036,3,8,1,3,2.0,2036,0,8,6,1,0,0,513,0,4,6,0,10,6,35
314,6,2,70,9600,3,65,80,3,80,8,9,0,0.0,2,12,728,0,1641,3,6,1,5,1.5,832,809,4,15,1,234,0,546,0,4,6,0,10,6,49
315,10,2,60,7795,3,65,80,3,80,36,12,0,0.0,4,12,716,0,1432,3,6,1,4,2.5,716,716,4,15,1,51,100,432,0,4,6,0,10,6,35
316,10,2,60,13005,3,65,80,3,80,20,12,3,278.0,3,12,845,0,2353,4,10,1,5,2.5,1153,1200,3,9,1,195,288,484,0,4,6,0,10,6,49
317,1,2,60,9000,3,65,80,3,80,36,12,0,0.0,4,12,1088,0,1959,3,8,1,4,2.5,1088,871,4,15,1,46,208,1025,0,4,6,0,10,6,40
